,pessoa_id,idade,renda,situacao_moradia,tempo_trabalhado,emprestimo_id,motivo_emprestimo,score,valor_emprestimo,taxa_juros,inadimplente,razao_renda_emprestimo,historico_id,tempo_historico_credito,devedor
181,0YThKPpr-wOmr,38,85000,Hipotecada,4,Dht5AcPc-c5i8,Pessoal,5,6000,10.99,0,0.07,tHP5h6KM-1zAc,14,0
182,cpqlC8SZ-k3Pb,24,54000,Aluguel,0,3xvMFgG1-z2jM,Quitação de dividas,3,7000,15.99,1,0.13,y7cg05B3-KHe6,3,1
183,pMXLeYjf-jsgi,27,37000,Aluguel,7,HUdY57Js-slvL,Médico,5,8400,9.91,0,0.23,9w6K7OYg-dyvs,7,0
184,kDyCJJFY-j1j1,23,60000,Aluguel,7,givAenBL-b02f,Educação,4,2750,15.23,0,0.05,G4nYhWqe-5qrF,4,1
185,aUOJZ7J3-Pi2u,25,107000,Hipotecada,4,U0sOzZm5-a9Hm,Quitação de dividas,6,24000,5.99,0,0.22,ztiGweCz-gxBw,2,0
186,Cf16QpaS-vhUw,23,45000,Hipotecada,7,IJEA0wlr-LQBx,Educação,5,14000,11.49,0,0.31,Q4a6wnO2-c8lw,2,0
187,JJxUnLdi-IIBH,21,34000,Hipotecada,5,hWU1vzzm-FRsd,Pessoal,6,7200,6.76,1,0.21,UCvLou0H-fnmz,2,0
189,8b5caH2B-xpiM,46,80000,Hipotecada,8,FmGcdv7M-ZIg8,Negócio,5,5000,11.86,0,0.06,pYQuQ7Cz-IAJh,15,0
190,zqJpq4Xd-NMse,26,52800,Aluguel,4,hlQvoTv9-9yzB,Negócio,5,8975,10.99,0,0.17,ayHvnQ3Q-5BYq,2,0
191,CQXPKz0G-33WF,27,80000,Hipotecada,7,narLIa5g-Tq5a,Quitação de dividas,5,7400,12.69,0,0.09,sb6Fg9gm-irXR,7,0
192,bWBG5sxh-O8H3,21,45000,Hipotecada,4,gEPFdDtv-n6z8,Educação,6,5000,7.14,0,0.11,914X1W2D-PEHF,4,0
193,zkzicZy7-teNk,24,34000,Aluguel,8,x1j9aP3T-xaEQ,Médico,5,12000,11.71,1,0.35,GJMnu2cu-TeEW,4,0
194,RCWidnea-ln77,25,70000,Aluguel,9,2kZCa0dz-0jq7,Educação,5,6000,9.25,0,0.09,YRFUy5mu-J30k,4,0
195,0pZLTqXl-5zdR,23,46443,Aluguel,7,Px0XQYtR-dI7S,Educação,6,6000,7.9,0,0.13,GqUR0w5j-SFZW,4,0
196,IorcgtE5-QekT,33,38400,Aluguel,6,O4Clqqu0-ZJ44,Médico,5,10500,11.99,0,0.27,fRxIdKZk-pHL2,8,0
197,6dHXaMeN-2N08,31,84000,Hipotecada,3,63cYRSzT-oTKk,Melhoramento do lar,0,25000,17.34,1,0.3,rHiupwzS-H1Ha,5,1
198,18u90vul-Ud0R,21,35000,Aluguel,5,Te29JxTb-LL95,Médico,6,9000,8.94,0,0.26,5dfawivK-2MS3,3,0
199,p0jAjDS9-mtZ2,24,67992,Hipotecada,8,icqttrjA-lngn,Quitação de dividas,5,12000,10.75,0,0.18,7OpBQDdU-x3dN,2,0
200,fi5GAb2C-ONmG,28,62000,Aluguel,4,HQ9biDtC-bare,Pessoal,4,7200,12.99,0,0.12,K0rkrvkn-mQhs,9,1
201,doFYHyzN-f9Ay,31,90000,Hipotecada,9,HnM7DgAb-SdQy,Médico,6,14400,7.66,0,0.16,kIEAb8hU-KZM9,6,0
202,HXJOHjDm-NtaN,38,110000,Própria,6,7USedxr6-zmiU,Negócio,4,12000,12.99,0,0.11,fbJ7U4KR-uFxB,11,0
203,nIMvecfo-Q3Er,24,36000,Aluguel,1,KZZ0BZZR-nhso,Pessoal,5,8000,12.12,1,0.22,QDcxebvS-7azr,4,0
204,nkiIhdGO-NBMp,23,90000,Hipotecada,1,rT4Wvc97-8ev2,Educação,6,4000,5.42,0,0.04,5F6vvXed-iudi,3,0
205,iDb0AQ9c-T4St,24,24000,Aluguel,0,kPvB2O3S-1hK1,Médico,4,5600,12.73,0,0.23,ktwjtxJ8-dkme,4,0
206,pbSgNoXW-zRrR,22,41300,Aluguel,1,6vQQpMEO-aJ9p,Negócio,6,5800,7.43,0,0.14,LQu5gBc2-wkzq,3,0
207,da8NqLst-rJfo,24,87550,Hipotecada,5,QgtSQGoR-N5CZ,Educação,5,3600,11.86,0,0.04,xxiFPfIi-xHQL,4,0
208,qYZjnZTj-S2pA,30,40000,Aluguel,4,858XFQtN-UiXQ,Negócio,4,4500,14.26,0,0.11,svg8odFf-HK2Q,6,1
209,zTwGfZ1O-i3mX,28,44000,Aluguel,3,E8Pe80Eb-r1Nb,Médico,2,19000,16.82,1,0.43,Y7O3UnF1-vrPd,8,0
210,Scc2MXdy-tMs4,21,35000,Aluguel,5,CbvXO7mw-tT5t,Médico,5,5000,10.65,0,0.14,klFU0gch-jxIB,3,0
212,lYACUeps-EMRE,24,61200,Hipotecada,9,GMJUW1D0-IJ6w,Médico,5,13500,10.83,1,0.19,NW5u1JmK-0oN5,2,0
213,WoeYB1U5-3vNb,26,48000,Aluguel,4,NeNdwWW3-Iu92,Quitação de dividas,5,8400,11.12,0,0.17,TBk46eGE-P7dd,2,0
214,JvnpIIO5-A22y,35,60000,Hipotecada,12,syf9qU9h-knOr,Quitação de dividas,4,12000,13.11,0,0.2,gvRdqb4e-0Q3D,9,0
215,QQug6eMP-Y2kI,25,80000,Hipotecada,5,jWCNwfXk-8AGX,Quitação de dividas,6,18000,5.79,0,0.23,o7vFXzQF-D87z,2,0
216,vuoKlSIf-3yss,22,50004,Aluguel,5,2fv3q9w0-zxFm,Pessoal,3,5300,14.42,0,0.11,PBoKshY9-jD74,2,1
217,Raw3qNz6-sp5J,27,62900,Hipotecada,1,4YNBjFt8-2L1w,Médico,5,8000,11.46,1,0.11,gwnxd465-zNqp,8,0
218,abpSWlo9-swJH,51,50000,Aluguel,9,tComwcQF-IpXq,Quitação de dividas,5,12000,10.37,0,0.24,05uIhqmj-hTP4,25,0
219,mJNSUGJt-EdMo,28,38643,Aluguel,7,WrRZpZ1l-WbOU,Pessoal,5,12000,11.58,1,0.31,Rpi0b7On-qN7B,8,0
220,kLat9sQG-Mgef,34,60000,Hipotecada,4,dJqtnEl9-fYo6,Educação,4,14000,12.84,0,0.23,jiGX8NCK-yoKn,5,0
221,Lq5yFC5l-PtOp,24,21000,Aluguel,2,4gvuIYlW-JcsS,Médico,5,1800,10.65,0,0.09,IxZlenCS-Jlik,2,0
222,gtS9la4K-irxi,27,100000,Hipotecada,11,L7Dg1KUo-Hm5G,Pessoal,1,9000,18.25,0,0.09,F08K5DXA-advC,6,1
223,ttpjvO1M-4YSh,24,52000,Aluguel,1,NybAzyEy-vXbb,Médico,6,7000,7.74,0,0.13,7C5spBUa-5xm6,4,0
225,648Ga7GJ-B5or,30,51000,Hipotecada,6,L4fv53wq-CMQc,Melhoramento do lar,6,6600,6.92,0,0.13,6QL4991Q-LtpI,9,0
226,d9b4PSmL-esyB,32,45489,Hipotecada,13,Yw9SH49y-zkZn,Pessoal,4,18250,12.73,0,0.4,ycYsfAfE-H2D7,5,1
227,Ml1kmqQC-B7Od,33,56400,Hipotecada,3,KSDquwLK-pPsr,Educação,5,8500,12.42,1,0.15,IUNxXWWk-QJHC,6,0
228,70eJPd7Z-EPBb,25,48000,Hipotecada,9,Z8a4c44s-jRiW,Médico,6,3500,5.42,0,0.07,KQmOeOow-7NIt,4,0
229,wFsYzkw5-h7fQ,23,45000,Hipotecada,3,rJRWU9eT-88hS,Educação,4,16750,12.53,0,0.37,fo314qiP-vN8d,3,1
230,hxyo1l5Y-IiQn,30,126000,Hipotecada,6,5Hq4fcCX-YYb0,Negócio,5,8000,10.74,0,0.06,Ere7ZzB0-2NXC,8,0
232,Gguft4MJ-0tNH,23,75000,Própria,5,RCDzRmma-oBEW,Negócio,3,12500,15.33,0,0.17,RYBM4Z0r-nZ25,3,1
233,jafxv9tS-TD59,23,110000,Hipotecada,0,myrhQZMp-evZ3,Negócio,5,7000,10.59,0,0.06,wxnM9QYS-yrRE,2,0
234,Rb8rEG8L-xyuB,23,53950,Hipotecada,8,vW426mon-LqX0,Educação,2,15000,16.63,1,0.28,gNAdjrzH-Nhnc,2,1
235,7X6LLDXC-rnMX,39,110000,Aluguel,5,tlPbjj68-2r6q,Melhoramento do lar,4,4500,13.49,0,0.04,CqdRutvq-FRIS,11,0
236,7QhxfaMJ-s7IU,22,32000,Aluguel,0,yHFSdpHZ-Mus4,Médico,5,2400,11.99,0,0.07,M1PZnsBJ-eWkR,3,0
237,otN4szjT-tzDZ,22,38400,Aluguel,6,Kse2T3LC-wpSl,Educação,6,8000,7.88,0,0.21,1YZT6S1m-ldTY,4,0
238,Kb4PsvNv-SGZE,31,40000,Própria,0,WTWrFsEz-5pSh,Médico,3,15000,15.31,0,0.38,Yn70yTJ8-Uq0M,10,1
239,8Dv8x0Dy-GeSb,23,46728,Aluguel,2,pFiOpiW5-Q4BH,Pessoal,5,2650,10.59,0,0.06,pkf3i4zt-c7pJ,2,0
240,EwXcvANL-7ifX,26,140000,Aluguel,5,eC2rjLwK-fYRJ,Negócio,5,8400,12.53,0,0.06,gLQKk6H8-QB4I,2,0
241,CSvKYIdA-hkcI,25,129600,Hipotecada,0,Qgn85ssN-QICT,Pessoal,5,3000,11.12,0,0.02,sGk6ipO2-Kan3,3,0
242,Kz6LhIGn-gljv,34,90000,Hipotecada,5,nJ78malX-22ey,Melhoramento do lar,5,24250,10.62,0,0.27,NQde8Rra-KNOm,6,0
243,Af6D9iZa-cOqL,25,70000,Aluguel,1,uqKLAfKW-nAk0,Negócio,6,5750,8.0,0,0.08,4atKuGoJ-vpH7,4,0
245,gCUdhLFQ-gTC1,23,42000,Hipotecada,2,anh7Y4xn-06xw,Educação,5,5200,10.25,0,0.12,7fFeTCbo-OnKC,4,0
246,Q73jLEgp-lj1h,25,84000,Aluguel,5,Mu2usCKD-TCR9,Quitação de dividas,5,9000,11.36,0,0.11,ZlKl00bZ-rEc8,2,0
247,Pu9lvwWi-bTLQ,31,74400,Hipotecada,11,eBieH23F-M4If,Negócio,6,13000,7.88,0,0.17,fXb2USN9-3YJB,10,0
248,FW2AN4KR-FLh8,38,35000,Própria,5,xonYnhFj-GsFK,Educação,3,1800,16.49,0,0.05,eXRu39na-wHLj,12,1
254,Q0AYMQe9-eIp0,24,72000,Hipotecada,4,TTGKON9M-Jh7T,Médico,5,5000,9.25,0,0.07,joOvsgBW-QCLl,2,0
256,sPhRnadI-m5WM,25,75600,Hipotecada,7,SBWNH4Nf-qE4I,Médico,4,15000,12.68,0,0.2,9D2I8rvA-NoCA,2,0
257,KjsADDPl-RTgN,28,44000,Aluguel,9,z6qCuJaX-h9sZ,Negócio,4,1000,14.17,1,0.02,XPCNqZAx-fifc,9,0
258,bo3nU6BD-Ahke,29,130000,Hipotecada,5,uHLZ43Tx-G65H,Educação,6,24800,7.49,0,0.19,yflZ43ZM-9qDl,10,0
260,w2DXN18C-O4Mx,25,80000,Hipotecada,3,Cd1Gy2Yc-N5M7,Educação,3,20000,15.62,0,0.25,z97pI2km-OXlq,3,1
261,EE7FwWMY-PnSU,25,60000,Hipotecada,1,g0WU3Ihf-NzKs,Negócio,6,5000,7.29,0,0.08,xpQhb0y2-SYYF,2,0
262,MgZnG3rw-DyPJ,23,38850,Aluguel,0,tRTw9r7k-j524,Educação,4,4000,12.72,0,0.1,JxXQYSc9-OtPO,2,1
263,0Ewy5h81-pYTG,24,56400,Aluguel,4,Xc24IjLY-ZbLk,Médico,3,8000,14.96,1,0.14,eqWXxQAi-TfAd,2,1
264,qlWL5n7v-00z9,27,50000,Aluguel,5,M4zrvEh2-v0UC,Negócio,5,12000,10.37,0,0.24,w6OC79WL-49ZC,9,0
265,4fXmWjJB-zGmt,21,27000,Aluguel,5,izxP0wrw-owKw,Médico,3,4000,15.58,1,0.15,MtShFnZa-oaMO,2,1
266,WgJ6BRe9-wRiC,30,39600,Hipotecada,11,rDbhaPY2-pGGw,Educação,6,15000,7.49,1,0.38,4mHwYRjw-zpf1,5,0
267,eAyUmbUx-waWT,27,119000,Hipotecada,7,c3XlyXgF-I2Ay,Quitação de dividas,3,30000,18.25,1,0.25,A0Uqy8pE-m1cZ,7,0
268,6izaiqul-0neJ,34,75000,Hipotecada,6,06sTk9vt-vLMd,Negócio,6,8000,5.42,0,0.11,XyCpeMig-hM0z,10,0
269,52o98vTC-Wcan,25,23712,Aluguel,9,gogIPEc3-8rtn,Médico,5,1000,11.49,0,0.04,T4h6nlH9-yvmI,2,0
270,ZciGAj68-TQgU,22,21120,Hipotecada,3,B6LKqGw3-M7o5,Quitação de dividas,3,1625,16.89,1,0.08,3yHhWhrM-EaIu,3,1
271,ai16MCPH-S2Ij,24,90000,Hipotecada,8,OEmORBQp-ltJO,Negócio,6,6000,5.79,0,0.07,Us93claW-ZnCz,4,0
272,LgFCvbQt-i6Lt,23,78000,Aluguel,7,zPPctAkw-clF6,Quitação de dividas,6,10000,5.79,0,0.13,TCFmWdrJ-EAaE,3,0
273,naQjDiFq-EyMP,25,26729,Aluguel,5,A1oMz4Gy-7x7X,Negócio,5,7300,11.14,0,0.27,NpWJ6Tev-jCWS,4,0
274,jgejgj4Q-T2mX,24,70000,Hipotecada,4,Qd1z2fzs-XCRq,Educação,5,21000,11.99,0,0.3,nwNw9KhT-xSE4,4,0
275,FFwGoS8c-Wnbv,28,15000,Aluguel,1,eeFJv0Go-cKG5,Pessoal,6,5000,7.4,1,0.33,5JtNGy78-dZjO,9,0
277,lvzTqo8e-r7BJ,32,85000,Aluguel,7,2hpumX4i-XgIK,Quitação de dividas,5,6000,11.71,0,0.07,gG6zRccB-QEYq,5,0
278,ORYulcLB-YjU5,35,87550,Aluguel,3,LNlljJon-k4Bl,Médico,1,28000,18.62,1,0.27,QMLUDlQR-G6dz,10,0
279,o3Ee7ARo-uORk,30,74000,Hipotecada,14,dbkmnflQ-I0Yd,Negócio,4,14000,13.92,0,0.19,wefycQhr-1iOW,10,1
281,a2OxqPeS-hsso,32,30000,Hipotecada,2,XvP8zSYM-MpKK,Educação,3,6000,15.31,0,0.2,67vcMIkc-Yi9f,8,1
283,xjubr7nA-FESj,33,72000,Aluguel,9,he8it5Cc-Z2uo,Pessoal,5,9000,11.14,0,0.13,nB52L2XQ-lI0u,5,0
284,6NAlDjmN-TGMe,23,50000,Aluguel,5,vZkmYhv9-xmig,Educação,5,10000,9.63,0,0.2,MyMK0HYY-ghXp,3,0
285,iuJuLsIy-ZAlT,25,75000,Aluguel,9,ifnwL3ry-9Rb5,Negócio,6,6775,7.9,0,0.09,Kh8pdIea-r90q,4,0
286,ICprTb6t-yPXf,25,42000,Aluguel,3,5JiaDi9D-tg1l,Negócio,6,18000,6.17,1,0.43,1lafB6Nt-Yb9L,2,0
287,CEWhSAoE-iCzZ,27,113800,Hipotecada,3,DfhTWaiF-brp9,Médico,6,7500,8.63,0,0.07,B0x1PCB4-elXn,10,0
288,WdhErYGl-CUip,27,72000,Hipotecada,11,P52XlgH8-5D22,Pessoal,5,5000,11.86,1,0.07,xJo6rPiv-zxnL,10,0
289,Nw2cPKIG-M3EP,23,50000,Hipotecada,5,c8n3apdT-KQUo,Negócio,6,3600,5.99,0,0.07,jPD35Im3-XuAZ,2,0
290,dRzrvHbR-p1ZB,23,114000,Hipotecada,7,MjOHCeQw-ndoG,Educação,4,8000,12.68,0,0.07,jHH4a2LY-93GG,3,1
291,UpY0J5re-StBH,35,44000,Aluguel,3,HLL1pMIn-Bz4e,Pessoal,2,5000,16.95,1,0.11,i3aoca5K-GnsE,9,1
292,BTQqy2LW-F2y9,29,60000,Aluguel,3,9B6q0Qvs-YITj,Educação,4,1500,12.87,0,0.03,mCekfmjP-nFcm,9,0
293,A55lgWm9-EoSa,22,30996,Aluguel,2,6brpPF2U-TWFe,Quitação de dividas,5,8000,11.49,0,0.26,2wTNsIdT-Y67C,2,0
294,0q6y40b9-WZkL,44,76000,Hipotecada,3,1PUmXnGd-3hq2,Melhoramento do lar,4,3600,14.79,0,0.05,NStfw0Dk-OiQT,12,1
295,oWX3M946-LZ36,25,73000,Aluguel,2,Q0O3HNUy-zcX0,Pessoal,3,7200,14.96,1,0.1,CjN2tKom-jv1x,3,0
296,j8yyKh9p-9BDz,23,65000,Aluguel,3,HaojweZj-4XCC,Médico,4,5000,13.98,0,0.08,lDpvlK2d-r7RN,2,1
298,0GgMo1zw-XYHR,29,26000,Própria,5,f7Lyussa-LlrJ,Negócio,5,4500,11.71,0,0.17,0oBKKS6C-u6oD,5,0
299,c5vzKoLq-bidd,34,105000,Aluguel,3,t7pq1YIg-IGGX,Médico,6,7000,9.63,0,0.07,WWBdQvus-oELh,10,0
300,oGHEizhs-Pjz6,27,35000,Aluguel,0,rQQ1mIK5-QDdO,Pessoal,4,14000,14.27,1,0.4,4xabmsls-cWlz,8,1
301,D2Ls1bE2-6p1T,40,81120,Hipotecada,1,akcQLWec-H9s3,Educação,5,24000,9.25,0,0.3,vb1wahP1-DxUp,15,0
302,sKYP7E32-ohZR,24,65000,Hipotecada,3,3DNT23ou-himN,Quitação de dividas,4,7000,13.61,0,0.11,Qen2um60-tH0Z,3,1
304,gQe3njpm-O4Lq,23,37500,Aluguel,2,oX0NJiYG-u8AM,Quitação de dividas,4,8000,14.26,0,0.21,1RAF5iuz-Yvti,4,0
305,8BmycuXn-nGUU,27,95500,Hipotecada,3,KTrurSru-JHj1,Pessoal,2,20000,15.95,0,0.21,RyG6bjHl-uRml,6,1
306,lSayxWN2-7WW1,33,95000,Aluguel,6,0JQGksHz-rg3n,Melhoramento do lar,6,3200,7.51,0,0.03,QiM97Llm-mjAT,5,0
307,Is72IoGt-pze9,46,47000,Hipotecada,5,0hz4s3q9-lqoo,Pessoal,6,6000,7.14,0,0.13,ZzrsYXTL-jq0i,14,0
308,C6JRrTis-ypNZ,24,80000,Própria,8,UIoqJ7CC-WuGE,Negócio,6,12000,7.49,0,0.15,5y1MHxTg-RblJ,3,0
309,a0oCgIUk-XbHt,26,132000,Hipotecada,10,OJ7jFrqF-TaZN,Médico,5,11200,10.99,0,0.08,Ba7Shesl-FnGN,4,0
310,uo0ArGQM-3hGD,30,98000,Hipotecada,12,5UUyCJDE-hCgw,Negócio,5,12000,8.88,0,0.12,DmoUc1KP-shSM,7,0
311,8JudeYsk-QY20,24,85000,Hipotecada,4,Ybs8zT7v-UZPY,Quitação de dividas,5,15000,9.88,0,0.18,dMtDREmT-IFhv,3,0
312,jjZX5syx-hNP6,24,39000,Aluguel,3,oISpEw6p-FamF,Médico,3,4000,14.61,0,0.1,QvRNACbi-sxXb,4,1
313,QM90jris-yYes,24,95000,Hipotecada,8,cpGgTyG4-S34y,Negócio,3,16000,15.33,0,0.17,eDad5l44-fELT,3,0
315,NU2FiNLz-mGsU,29,48712,Hipotecada,13,tDGJAwDa-aYC3,Negócio,6,11050,5.42,0,0.23,ffoiTgHk-rRyj,9,0
316,fN36qbtg-0Q9m,38,81000,Aluguel,7,I8nk2dHq-vpYd,Quitação de dividas,5,18000,10.59,0,0.22,63l30eDH-LNQi,16,0
317,lNL8T0CA-OnrW,23,130208,Hipotecada,7,HnrSqeHX-HtEr,Quitação de dividas,4,20000,12.73,0,0.15,94GnDwBy-2Bio,3,0
318,IvBLpIrR-gUWY,32,48000,Hipotecada,8,YjWKiGMS-U0de,Quitação de dividas,6,5200,5.42,0,0.11,BS4SwEht-Yovt,5,0
319,kMQZqnDt-ABW3,29,51500,Aluguel,2,jHbcZHiY-fLvi,Educação,3,3200,14.96,1,0.06,6KNUK6yO-vPSx,7,1
320,DXarql1B-lhXg,21,31680,Aluguel,5,YnWyZCUJ-Qpay,Negócio,4,15000,12.61,1,0.47,ft6vxoxr-QY7C,2,1
322,jfOTw6Zt-btgg,25,80000,Própria,6,MwXOdf1a-ut8K,Educação,5,25000,11.48,0,0.31,jIYqbUqx-2X4o,4,0
323,RnTpZUb4-U3FD,26,60000,Aluguel,3,frmiph25-Z3pn,Melhoramento do lar,5,20000,10.08,1,0.33,T6aamDC6-BPjq,4,0
324,5UpgLGci-B0Jg,23,33276,Aluguel,4,ulZF6Onl-Wl4d,Educação,4,6000,11.03,0,0.18,WCAzGBYC-GTBh,4,1
325,FHQctyFC-B8KX,23,40000,Hipotecada,1,MWbqHCvU-X2LG,Pessoal,6,4000,7.14,0,0.1,hGZIir9L-mMZt,3,0
326,HbrydfnA-9ICw,31,37000,Hipotecada,12,FFlqdskU-IB8N,Quitação de dividas,4,22000,12.73,0,0.59,Xd1j7BSM-wXP7,7,1
327,1phG8oPs-xyNd,23,84000,Aluguel,5,3Y9GGKlM-62gQ,Negócio,6,6000,6.99,0,0.07,EF2NCcyc-PNa0,3,0
328,GaHpPakF-WiuH,40,51500,Aluguel,1,NnLFO7JT-THJH,Negócio,5,12000,12.53,0,0.23,esQINlyk-HLsi,15,0
329,Keio8BlP-EoBu,23,70000,Aluguel,1,awqYYeoj-1mju,Negócio,4,3000,14.27,0,0.04,aMCWwEvq-nLvU,2,1
330,Ri7dkYYb-Ifgv,25,26780,Aluguel,0,iZU8MNdg-nMBP,Quitação de dividas,5,6000,9.25,0,0.22,INwhpUnL-dKoc,4,0
331,mEnuIbI1-sDF3,28,110000,Hipotecada,0,mo5rQEqW-HMsb,Negócio,2,15000,16.32,0,0.14,hvt25kwR-pKr0,5,1
332,f3G2PcLD-HhP2,25,49029,Aluguel,8,JgT2YMT1-6o5u,Médico,5,2000,11.99,0,0.04,gXZMq6HH-phmO,2,0
333,QANvMRc7-xvNS,29,87000,Aluguel,1,d8DgKs5I-CkSu,Melhoramento do lar,5,15000,10.59,0,0.17,dSjw1n7j-WCyZ,6,0
334,hhZHkjYF-rldY,27,66000,Aluguel,2,nSoBkTpB-1lQg,Negócio,4,14000,12.99,0,0.21,DdMW04jo-W847,8,1
335,vRLaqHBb-Lc5z,27,30000,Aluguel,1,f0GQOxU2-aaJ3,Médico,5,16000,10.0,1,0.53,emlGsHEL-Od6F,5,0
336,yHMN1C2u-UwbD,27,60500,Aluguel,6,ZNjvdZyM-Llhl,Médico,5,2400,12.69,0,0.04,lgPNNNFi-EkRY,8,0
337,3WJPPaUe-uaML,23,98000,Aluguel,0,lk33Hcjz-gLo8,Educação,2,10000,16.4,1,0.1,OdvqMRpk-Dx70,2,0
338,Kvp847J1-9cQZ,25,90000,Hipotecada,2,F2Y45YWM-cNSX,Médico,5,9500,11.71,0,0.11,rNlKSf3m-x5Er,4,0
339,M9kkYaBa-gZQP,26,29000,Aluguel,2,Uqtq8qsG-h5qS,Médico,6,1000,7.74,0,0.03,iHCLLMWC-X4zD,4,0
340,Jpev3oIM-4SpI,25,21600,Aluguel,0,U8yRCeCM-MgZq,Negócio,3,5000,17.58,1,0.23,tqd50nW9-04Tz,3,1
341,mfjAQ4ak-neKc,21,53000,Aluguel,5,8at3GPyS-WLK3,Educação,6,10000,7.51,0,0.19,Gu8C0YD4-7ZdG,4,0
343,t8k8SU9C-lWOO,27,34800,Hipotecada,5,LP9qCmfC-RcJN,Pessoal,5,3000,9.91,0,0.09,tp0iQYYM-t9SU,6,0
344,qWQZOEBX-8OEI,23,90000,Aluguel,7,B3AyFdQk-CyLl,Educação,5,10000,12.69,0,0.11,iLklMibZ-aqhz,4,0
345,OavP3Wac-a5oO,24,40000,Aluguel,3,vwaSXZCb-0qam,Negócio,6,7000,7.88,0,0.17,cv2wm9Br-9n04,4,0
346,y89O3bAv-vMmd,23,51000,Aluguel,7,2KKpGomi-jvqc,Pessoal,6,17000,8.49,1,0.33,qwryc0Dx-j1GR,4,0
347,A2bdRHrl-hfst,33,86000,Aluguel,0,aurk3KSg-RWJh,Quitação de dividas,6,4700,9.63,0,0.05,pbXjzh2q-o9Fp,7,0
348,uDWnuNEi-ar8a,21,18000,Própria,0,rWMLkxUS-kxOq,Negócio,5,6250,10.62,1,0.35,GoEHtkF5-hUdL,4,0
349,iwFuGE8k-U3xY,26,27983,Hipotecada,7,3hgDFMfe-d9nf,Negócio,6,6000,7.88,0,0.21,3P9do774-wXEd,3,0
350,UgR4tvID-FkK7,25,43200,Aluguel,3,Kgz96sRx-Rqtc,Negócio,4,3000,13.8,0,0.07,7agW3GNv-CH5u,2,0
351,aJASqYxZ-gjz9,31,45000,Hipotecada,8,7zOcnsLS-SzQb,Negócio,5,7500,10.62,0,0.17,URPxbW1r-UQQM,5,0
352,Zk4i9dXz-YgfE,24,29000,Aluguel,5,S8NQNARk-cvlb,Médico,4,6000,15.27,0,0.21,LMDtd8u9-5fn4,2,0
353,LsZ3dAep-NXXg,27,34152,Aluguel,5,UJPIA9GW-IgPf,Educação,4,5000,13.79,0,0.15,DKs23KfT-hKdr,9,1
354,qOersNlf-x1aD,22,42000,Aluguel,3,QkR0KaEb-Be8q,Educação,5,8500,12.53,0,0.2,SrP3Ww3p-u8b5,4,0
355,pixS4R8D-BX7q,29,32000,Aluguel,10,i79xD8i4-BuzF,Melhoramento do lar,3,9250,15.65,1,0.29,elGeXXIL-kh70,7,0
356,33gptXlt-yifO,27,45000,Aluguel,0,BHqd5TtH-ltOj,Quitação de dividas,4,5200,13.49,0,0.12,XAEz1NXr-uXcT,8,0
357,tsjohFTZ-Mc1j,38,48000,Hipotecada,1,tft1Zdqe-M1RN,Pessoal,6,18000,8.49,0,0.38,ygcOc37W-dT1C,11,0
358,x3oR45Uy-UhsU,33,59000,Hipotecada,6,A1sul6fL-Hrqy,Melhoramento do lar,5,5500,9.91,0,0.09,qINadLtE-fSzR,9,0
359,dTPD8GfL-g9Ki,22,62000,Hipotecada,6,xK1Xyk8p-vHRs,Educação,6,1500,6.91,0,0.02,Ag4ycuWa-Ru5z,2,0
360,CmOYnkr4-dP7y,23,112995,Aluguel,7,MucjH900-sadR,Negócio,6,2500,7.37,0,0.02,KMymjgYb-hoCQ,3,0
361,Yc4t4ymm-QfAc,26,87300,Hipotecada,0,y33UF4Ei-v5vq,Negócio,4,6000,10.28,0,0.07,kAKpYG8C-qbyk,4,1
362,PNzIenpK-huSy,26,70000,Aluguel,4,34lfucqP-I50i,Quitação de dividas,6,4000,5.99,0,0.06,cbNQxO0D-pKnC,4,0
363,I47RGndS-GOJY,35,110000,Aluguel,9,dgakSwso-FX6j,Quitação de dividas,4,25000,13.49,0,0.23,ZYCITydz-JhRA,8,0
364,XAW5CPwX-pP2f,21,70000,Aluguel,5,9em3SYmI-4ai9,Pessoal,6,14000,6.99,0,0.2,S1QyF4Sz-iRcA,3,0
365,f8fFjMYl-sasa,24,60000,Aluguel,4,X2wapEWk-RzGf,Educação,3,10000,16.89,0,0.17,XH5aHkT4-U9gO,4,1
367,q5QcoxFH-rCf2,22,21600,Aluguel,3,uu1xkIpb-8Gg2,Médico,5,8000,11.49,1,0.37,LcSh2Rdp-9drz,3,0
368,K7zoRhxn-eb7l,28,20292,Aluguel,3,lRo3zwU2-PRH7,Negócio,5,3900,12.53,0,0.19,0Rqls6p8-2YNy,9,0
369,dihn06Ww-euUc,27,57000,Própria,11,SZmtej4o-m52o,Educação,6,15000,6.03,0,0.26,MsqNO6oq-6Jot,6,0
370,4K7C1WYI-fy2y,22,60000,Aluguel,3,Fldlesvn-ZLrE,Educação,6,7000,6.91,0,0.12,WGJxB9bK-brvG,2,0
371,BcmxIzL2-0uYc,23,24000,Aluguel,4,miLjAUTT-LNfY,Educação,4,12250,13.16,1,0.51,BjfSJIdT-ecEH,3,0
372,5GliNI6X-APt4,23,25000,Aluguel,0,DSF0kyqw-ICnQ,Pessoal,6,2500,6.91,0,0.1,rPGe52Oi-ZaYW,2,0
